ticker,security,data_source,report_url,scope1_tco2e,scope2_location_tco2e,scope2_market_tco2e,scope1_base_year_end,scope1_base_year_tco2e,revenue_usd,is_cdp_format,notes
MO,Altria,epa_ghgrp,,66467.196,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'ALTRIA GROUP INC' (2 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
AMZN,Amazon,none,,,,,,,,,no_public_report_found
AMCR,Amcor,none,,,,,,,,,no_public_report_found
AEP,American Electric Power,epa_ghgrp,,50834862.764,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'AMERICAN ELECTRIC POWER CO INC' (25 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
AWK,American Water Works,cdp_pdf,https://s26.q4cdn.com/750150140/files/doc_downloads/esg_docs/2025/American-Water-2024-CDP-Response.pdf,74877.0,459896.0,0.0,,,3920000000.0,new,
AMP,Ameriprise Financial,cdp_pdf,https://www.ameriprise.com/binaries/content/assets/ampcom/pdf/ameriprise_cdp_climate_change_2023_final.pdf,5899.0,20337.0,15627.0,12/31/2019,7687.0,,new,
AXP,American Express,none,,,,,,,,,no_public_report_found
AIG,American International Group,none,,,,,,,,,no_public_report_found
AMT,American Tower,none,,,,,,,,,no_public_report_found
AMGN,Amgen,cdp_pdf,https://www.amgen.com/responsibility/reporting-and-metrics/-/media/Themes/CorporateAffairs/amgen-com/amgen-com/downloads/responsibility/amgen-cdp-2024.pdf,160184.0,176138.0,159848.0,12/31/2019,135954.0,28200000000.0,new,
AON,Aon plc,cdp_pdf,https://assets.aon.com/-/media/files/aon/about/impact/2024/2024-aon-cdp-questionnaire-responses-fy2023.pdf,22583.0,30714.0,24099.0,12/31/2019,14464.0,,new,
AME,Ametek,none,,,,,,,,,no_public_report_found
APH,Amphenol,none,,,,,,,,,no_public_report_found
ADI,Analog Devices,epa_ghgrp,,117771.628108,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'ANALOG DEVICES INC' (3 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
AAPL,Apple Inc.,cdp_pdf,https://www.apple.com/environment/pdf/Apple_CDP-Climate-Change-Questionnaire_2024.pdf,55200.0,1206700.0,3400.0,10/25/2011,21700.0,383285000000.0,new,
APA,APA Corporation,epa_ghgrp,,1302769.998,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'APA CORP' (13 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
APO,Apollo Global Management,none,,,,,,,,,no_public_report_found
AMAT,Applied Materials,none,,,,,,,,,no_public_report_found
APP,AppLovin,none,,,,,,,,,no_public_report_found
APTV,Aptiv,cdp_pdf,https://www.aptiv.com/docs/default-source/sustainability-report/2024-aptiv-cdp-corporate-6-11-24.pdf?sfvrsn=2712b937_1,21515.0,411763.0,344970.0,12/31/2021,20388.0,20051000000.0,new,
ADM,Archer Daniels Midland,cdp_pdf,https://www.adm.com/globalassets/sustainability/sustainability-reports/archer-daniels-midland-cdp-corporate-questionnaire-08-04-2025.pdf,12600000.0,1990000.0,2030000.0,12/31/2019,14100000.0,93935000000.0,new,
A,Agilent Technologies,sustainability_report,https://www.agilent.com/about/esg/en/2023-agilent-esg-report.pdf,,,,,,,,download_error: 403 Client Error: Forbidden for url: https://www.agilent.com/about/esg/en/2023-agilent-esg-report.pdf
ACGL,Arch Capital Group,none,,,,,,,,,no_public_report_found
ANET,Arista Networks,none,,,,,,,,,no_public_report_found
AJG,Arthur J. Gallagher & Co.,none,,,,,,,,,no_public_report_found
AIZ,Assurant,cdp_pdf,https://azure-na-assets.contentstack.com/v3/assets/blt87461b8270f4f92b/blt0bf4e447817c7c0f/68e8032cb1e1331065ad8a53/2025-assurant-cdp-climate-change-questionnaire.pdf,1282.0,10307.0,11018.0,12/31/2021,2132.0,11877500000.0,new,
ALB,Albemarle Corporation,epa_ghgrp,https://www.albemarle.com/sites/default/files/2024-06/Albemarle%202023%20Sustainability%20Report%20061124_0.pdf,,,,,,,False,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'ALBEMARLE CORP' (3 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=sustainability_report, report_url=https://www.albemarle.com/sites/default/files/2024-06/Albemarle%202023%20Sustainability%20Report%20061124_0.pdf, notes=no_fields_extracted"
ARES,Ares Management,epa_ghgrp,,1817717.564,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'ARES MANAGEMENT CORP' (1 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
T,AT&T,none,,,,,,,,,no_public_report_found
ATO,Atmos Energy,epa_ghgrp,,130555.092,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'ATMOS ENERGY CORP' (3 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
ADSK,Autodesk,cdp_pdf,https://damassets.autodesk.net/content/dam/autodesk/www/pdfs/2024-cdp-climate-questionnaire.pdf,555.0,8156.0,372.0,,,5497000000.0,new,
AVY,Avery Dennison,cdp_pdf,https://www.averydennison.com/content/dam/avery_dennison/corporate-new/global/english/documents/esg/Avery-Dennison-2023-CDP-Climate-Change.pdf,188389.4,317734.4,129687.4,,,,old,
BAC,Bank of America,cdp_pdf,https://about.bankofamerica.com/content/dam/about/report-center/esg/2025/BankofAmerica-2025-CDP-Corporate-Questionnaire_WCAG-2.2_12032025.pdf,65763.0,617413.0,16587.0,,,,new,
BDX,Becton Dickinson,cdp_pdf,https://www.bd.com/content/dam/bd-assets/bd-com/en-us/document/policy/corporate-policies-and-guidelines/report/bd-cdp-disclosure-2025.pdf,155663.235,411133.039,330509.18,09/30/2019,155663.229,20178000000.0,new,
XYZ,"Block, Inc.",cdp_pdf,https://s29.q4cdn.com/628966176/files/doc_downloads/2025/06/2024-CDP-Disclosure-Block-Inc-1.pdf,983.0,9748.0,2428.0,12/31/2019,842.0,21916000000.0,new,
BBY,Best Buy,cdp_pdf,https://corporate.bestbuy.com/wp-content/uploads/2020/02/Best-Buy-FY25-CDP-Investor-Survey.pdf,185561.0,245443.0,82445.0,12/31/2017,219636.0,41528000000.0,new,
BAX,Baxter International,epa_ghgrp,https://www.baxter.com/sites/g/files/ebysai3896/files/2025-06/2024_Baxter_Corporate_Responsibility_Report.pdf,,,,,,,False,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'BAXTER INTERNATIONAL INC' (1 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=sustainability_report, report_url=https://www.baxter.com/sites/g/files/ebysai3896/files/2025-06/2024_Baxter_Corporate_Responsibility_Report.pdf, notes=no_fields_extracted"
ADP,Automatic Data Processing,none,,,,,,,,,no_public_report_found
AZO,AutoZone,none,,,,,,,,,no_public_report_found
AXON,Axon Enterprise,none,,,,,,,,,no_public_report_found
BKR,Baker Hughes,none,,,,,,,,,no_public_report_found
BALL,Ball Corporation,none,,,,,,,,,no_public_report_found
BSX,Boston Scientific,cdp_pdf,https://www.bostonscientific.com/content/dam/bostonscientific/corporate/citizenship/sustainability/Boston-Scientific-Corporation-climate-change-2025.pdf,82704.0,101626.0,19817.0,12/31/2019,79002.0,16747000000.0,new,
BMY,Bristol Myers Squibb,cdp_pdf,https://www.bms.com/assets/bms/us/en-us/pdf/bms-cdp-questions-questionnaire.pdf,206726.0,158817.0,158447.0,,,48300000000.0,new,
TECH,Bio-Techne,sustainability_report,https://resources.bio-techne.com/bio-techne-assets/docs/pdfs/bio-techne-corporate-sustainability-highlights.pdf,,,,,,,False,no_fields_extracted
BIIB,Biogen,epa_ghgrp,https://www.biogen.com/content/dam/corporate/international/global/en-US/docs/esg-report/2024-Corporate-Responsibility-Report.pdf,,,,,,,False,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'BIOGEN INC' (1 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=sustainability_report, report_url=https://www.biogen.com/content/dam/corporate/international/global/en-US/docs/esg-report/2024-Corporate-Responsibility-Report.pdf, notes=no_fields_extracted"
BLK,BlackRock,epa_ghgrp,https://www.blackrock.com/corporate/literature/continuous-disclosure-and-important-information/blackrock-ghg-emissions-report.pdf,,,,,,,False,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'BLACKROCK INC' (1 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=sustainability_report, report_url=https://www.blackrock.com/corporate/literature/continuous-disclosure-and-important-information/blackrock-ghg-emissions-report.pdf, notes=no_fields_extracted"
BX,Blackstone Inc.,sustainability_report,https://s23.q4cdn.com/714267708/files/doc_downloads/gov_docs/2025/Blackstone-Sustainability-Report-2023.pdf,,,,,,,False,no_fields_extracted
BNY,BNY Mellon,sustainability_report,https://www.bny.com/assets/corporate/documents/pdf/2024-sustainability-report.pdf,,,,,,,False,no_fields_extracted
BA,Boeing,epa_ghgrp,https://www.boeing.com/content/dam/boeing/boeingdotcom/sustainability/pdf/2025-boeing-sustainability-report.pdf,151144.82200000001,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'THE BOEING CO' (4 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=sustainability_report, report_url=https://www.boeing.com/content/dam/boeing/boeingdotcom/sustainability/pdf/2025-boeing-sustainability-report.pdf, notes=download_error: 404 Client Error: Not Found for url: https://www.boeing.com/content/dam/boeing/boeingdotcom/sustainability/pdf/2025-boeing-sustainability-report.pdf"
BKNG,Booking Holdings,sustainability_report,https://www.bookingholdings.com/wp-content/uploads/2025/04/Booking-Holdings_2024_Sustainability_Report.pdf,,,,,,,False,no_fields_extracted
BRK.B,Berkshire Hathaway,epa_ghgrp,,79105267.13000001,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'BERKSHIRE HATHAWAY INC' (117 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
CHRW,C.H. Robinson,cdp_pdf,https://www.chrobinson.com/-/media/chrglobal/lp/hr/cdp-responses.pdf,12017.0,32339.0,11320.0,,,17724956000.0,new,
CDNS,Cadence Design Systems,cdp_pdf,https://www.cadence.com/content/dam/cadence-www/global/en_US/documents/company/csr/2024-cdp-corporate-questionnaire-preview.pdf,2853.0,25510.0,1062.0,12/31/2019,6314.0,,new,
CARR,Carrier Global,cdp_pdf,https://www.corporate.carrier.com/Images/Corporate-CDP-2024_0525_tcm558-271221.pdf,203379.0,261757.0,261614.0,12/31/2021,203379.0,22100000000.0,new,
CBRE,CBRE Group,cdp_pdf,https://mediaassets.cbre.com/-/media/project/cbre/dotcom/global/about/corporate-responsibility/cbre-cdp-response-2024.pdf,62337.0,53426.0,55038.0,12/31/2019,62337.0,31948867000.0,new,
BR,Broadridge Financial Solutions,sustainability_report,https://www.broadridge.com/_assets/pdf/broadridge-sustainability-report-2025.pdf,,,,,,,False,no_fields_extracted
CAH,Cardinal Health,sustainability_report,https://www.cardinalhealth.ca/wp-content/uploads/2025/02/cardinal-health-fy24-ESG-report.pdf,,,,,,,False,no_fields_extracted
BLDR,Builders FirstSource,sustainability_report,https://s202.q4cdn.com/867695273/files/doc_downloads/esg/Builders-FirstSource_2022-CSR-Report.pdf,,,,,,,False,no_fields_extracted
BF.B,Brown-Forman,epa_ghgrp,https://www.brown-forman.com/sites/default/files/team_resources/2022-08/Brown-Forman_ESG_Scorecard_FY2022.pdf,,,,,,,False,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'BROWN-FORMAN CORP' (2 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=sustainability_report, report_url=https://www.brown-forman.com/sites/default/files/team_resources/2022-08/Brown-Forman_ESG_Scorecard_FY2022.pdf, notes=no_fields_extracted"
CASY,Casey's,sustainability_report,https://s2.q4cdn.com/194594550/files/doc_downloads/sustainability/2023/sustainability-report-2023.pdf,,,,,,,,download_error: 404 Client Error: Not Found for url: https://s2.q4cdn.com/194594550/files/doc_downloads/sustainability/2023/sustainability-report-2023.pdf
COR,Cencora,cdp_pdf,https://s203.q4cdn.com/785768684/files/doc_downloads/2025/Cencora-2025-CDP-Submission.pdf,108712.0,90652.0,87492.0,09/30/2019,98742.0,294000000000.0,new,
CNC,Centene Corporation,sustainability_report,https://www.centene.com/content/dam/centenedotcom/documents/TCFD-Index-2025.pdf,,,,,,,new,no_fields_extracted
AVGO,Broadcom,epa_ghgrp,,34457.051985,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'BROADCOM INC' (1 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
BRO,Brown & Brown,none,,,,,,,,,no_public_report_found
BG,Bunge Global,none,,,,,,,,,no_public_report_found
CPT,Camden Property Trust,none,,,,,,,,,no_public_report_found
COF,Capital One,none,,,,,,,,,no_public_report_found
CCL,Carnival Corporation,none,,,,,,,,,no_public_report_found
CAT,Caterpillar Inc.,epa_ghgrp,,456901.738,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'CATERPILLAR INC' (7 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
CBOE,Cboe Global Markets,none,,,,,,,,,no_public_report_found
CVNA,Carvana,none,,,,,,,,,no_public_report_found
BXP,BXP Inc.,none,,,,,,,,,no_public_report_found
CDW,CDW Corporation,none,,,,,,,,,no_public_report_found
CNP,CenterPoint Energy,epa_ghgrp,,3741577.852,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'CENTERPOINT ENERGY INC' (2 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
CF,CF Industries,epa_ghgrp,,20579424.174,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'CF INDUSTRIES HOLDINGS INC' (6 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
CRL,Charles River Laboratories,none,,,,,,,,,no_public_report_found
SCHW,Charles Schwab Corporation,none,,,,,,,,,no_public_report_found
CHTR,Charter Communications,none,,,,,,,,,no_public_report_found
CVX,Chevron Corporation,epa_ghgrp,,20881977.004,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'CHEVRON CORP' (31 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
CI,Cigna,cdp_pdf,https://www.thecignagroup.com/static/www-thecignagroup-com/docs/cdp-report-questionnaire.pdf,16559.0,78130.0,23453.0,12/31/2019,16671.0,247121000000.0,new,
CSCO,Cisco,cdp_pdf,https://www.cisco.com/c/dam/m/en_us/about/csr/esg-hub/_pdf/2024-Cisco-CDP-Climate-Change-Response.pdf,39514.0,567637.0,81806.0,,,,new,
CHD,Church & Dwight,cdp_pdf,https://churchdwight.com/pdf/Sustainability/2024-Church-Dwight-CDP-Response.pdf,89596.0,64354.0,13546.0,12/31/2016,81240.0,5867900000.0,new,
CMG,Chipotle Mexican Grill,none,,,,,,,,,no_public_report_found
CIEN,Ciena,sustainability_report,https://www.ciena.com/__data/assets/pdf_file/0026/70973/Ciena-Sustainability-Report.pdf,,,,,,,,download_error: 403 Client Error: Forbidden for url: https://www.ciena.com/__data/assets/pdf_file/0026/70973/Ciena-Sustainability-Report.pdf
CB,Chubb Limited,sustainability_report,https://about.chubb.com/content/dam/chubb-sites/chubb/about-chubb/citizenship/environment/pdf/chubb-2024-climate-related-financial-disclosure.pdf,,,,,,,False,no_fields_extracted
CINF,Cincinnati Financial,sustainability_report,https://investors.cinfin.com/image/CINF+2024+Sustainability+Report+FINAL.pdf,,,,,,,False,no_fields_extracted
C,Citigroup,sustainability_report,https://www.citigroup.com/rcs/citigpa/storage/public/2023-Citi-Climate-Report.pdf,,,,,,,False,no_fields_extracted
CTAS,Cintas,sustainability_report,https://www.cintas.com/docs/default-source/esg/cintas_fact_sheet_2025-v2.pdf?sfvrsn=49ceb06d_1,,,,,,,False,no_fields_extracted
CFG,Citizens Financial Group,sustainability_report,https://www.citizensbank.com/dam/aefa1c17-9029-4112-bd12-b47401546cb7/2025-sustainability-impact-report-original-file.pdf,,,,,,,False,no_fields_extracted
CMS,CMS Energy,cdp_pdf,https://s26.q4cdn.com/888045447/files/doc_downloads/2024-CDP-Corporate-Questionnaire.pdf,14834761.0,62125.0,65076.0,12/31/2014,20132836.0,,new,
KO,Coca-Cola Company (The),cdp_pdf,https://www.coca-colacompany.com/content/dam/company/us/en/policies/pdf/sustainability/2023-cdp-climate-change-response.pdf,533906.0,890400.0,716045.0,,,,old,
CTSH,Cognizant,cdp_pdf,https://www.cognizant.com/en_us/about/documents/cognizant-2024-cdp-survey.pdf,15789.0,315544.0,249773.0,12/31/2019,15789.0,19353000000.0,new,
CL,Colgate-Palmolive,cdp_pdf,https://www.colgatepalmolive.com/content/dam/cp-sites-aem/corporate/corporate/common/pdf/cdp-climate-2023.pdf,195700.0,369000.0,225400.0,,,,old,
COHR,Coherent Corp.,cdp_pdf,https://www.coherent.com/resources/coherent/about-us/environmental/coherent-corp-cdp-climate-change-questionnaire.pdf,55254.0,304709.0,223817.0,,,,old,
CLX,Clorox,cdp_pdf,https://cdn.metrio.net/clients/clorox/Clorox%20Company-03-10-2025-CORPORATE-12-25.pdf,69998.0,149168.0,19729.0,12/31/2020,74437.0,7164000000.0,new,
CME,CME Group,sustainability_report,https://www.cmegroup.com/company/corporate-citizenship/files/2024-cme-group-corporate-citizenship-report.pdf,,,,,,,False,no_fields_extracted
COIN,Coinbase,none,,,,,,,,,no_public_report_found
CMCSA,Comcast,sustainability_report,https://cmcsa.gcs-web.com/static-files/7f30a3ff-a4e8-4ea5-8968-3470cb2466e2,,,,,,,,"download_error: HTTPSConnectionPool(host='cmcsa.gcs-web.com', port=443): Read timed out. (read timeout=30)"
FIX,Comfort Systems USA,sustainability_report,https://comfortsystemsusa.com/wp-content/uploads/CSUSA_Sustainability_Report_2024_.pdf,,,,,,,,download_error: 403 Client Error: Forbidden for url: https://comfortsystemsusa.com/wp-content/uploads/CSUSA_Sustainability_Report_2024_.pdf
COP,ConocoPhillips,cdp_pdf,https://static.conocophillips.com/files/resources/conocophillips-2024-cdp.pdf,16432000.0,1001000.0,,,,58574000000.0,new,
ED,Consolidated Edison,epa_ghgrp,,2463230.61,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'CONSOLIDATED EDISON INC' (5 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
STZ,Constellation Brands,none,,,,,,,,,no_public_report_found
CEG,Constellation Energy,cdp_pdf,https://www.constellationenergy.com/content/dam/constellationenergy/pdfs/impact/ethics-and-compliance/sustainability-policies/CDP_Questionnaire_Response_Submitted_web.pdf,8237643.0,305471.0,373242.0,12/31/2020,7982743.0,23568000000.0,new,
COO,Cooper Companies,none,,,,,,,,,no_public_report_found
CPRT,Copart,sustainability_report,https://www.copart.com/content/copart-esg-report-2024.pdf,,,,,,,False,no_fields_extracted
GLW,Corning Inc.,cdp_pdf,https://www.corning.com/media/worldwide/Sustainability/Files/Corning_Incorporated_2024_CDP_Response_Final.pdf,727468.17,3214098.37,3103859.15,12/31/2021,821477.38,12588000000.0,new,
CPAY,Corpay,none,,,,,,,,,no_public_report_found
CTVA,Corteva,cdp_pdf,https://www.corteva.com/content/dam/dpagco/corteva/global/corporate/files/sustainability/Corteva-CDP-Corporate-Questionnaire-2025.pdf,386476.7,0.0,609078.2,12/31/2020,386000.0,16900000000.0,new,
CSGP,CoStar Group,sustainability_report,https://www.costargroup.com/sites/costargroup.com/files/docs/2024-05/CoStar%20Group-ESG-Report-2024_0.pdf,3139.0,8079.0,8103.0,,,,False,
COST,Costco,none,,,,,,,,,no_public_report_found
CRH,CRH plc,sustainability_report,https://www.crh.com/wp-content/uploads/2026/03/crh-2025-sustainability-performance-report_final_interactive.pdf,26897195.0,,,,,,False,
CRWD,CrowdStrike,none,,,,,,,,,no_public_report_found
CCI,Crown Castle,sustainability_report,https://www.crowncastle.com/sustainability/resources/2024-sustainability-report.pdf,,,,,,,False,no_fields_extracted
CSX,CSX Corporation,sustainability_report,https://www.csx.com/share/wwwcsx15/assets/File/About_Us/Responsibility/2024-Sustainability-Data-Supplement.pdf,4259842.0,,138968.0,,,,False,
CMI,Cummins,cdp_pdf,https://www.cummins.com/sites/default/files/2023-08/cummins-2023-cdp-climate-report.pdf,367470.0,532645.0,426216.0,,,,old,
CVS,CVS Health,sustainability_report,https://www.cvshealth.com/content/dam/enterprise/cvs-enterprise/images/impact-2026/pdfs/2025_Impact_Report_Appendix.pdf,,,,,,,False,no_fields_extracted
DHR,Danaher Corporation,cdp_pdf,https://www.danaher.com/sites/default/files/2026-02/danaher-corporation-2025-cdp-response.pdf,109180.0,203413.0,97036.0,12/31/2021,106834.0,23875000000.0,new,
DRI,Darden Restaurants,sustainability_report,https://www.darden.com/sites/default/files/2023-08/Environmental%20Disclosure%20Table%20and%20Assurance%20Statement-Aug%202023.pdf,345316.0,424495.0,,,,,False,
DDOG,Datadog,none,,,,,,,,,no_public_report_found
